HJD,UT Date,Camera,FWHM,Limit,mag,mag_err,flux(mJy),flux_err,Filter
2458752.66098,2019-09-26.1554037,bj,1.58,16.545,14.837,0.045,4.216,0.175,g
2458752.66220,2019-09-26.1566269,bj,1.58,16.627,14.944,0.046,3.823,0.163,g
2458753.04560,2019-09-26.5400175,bB,1.76,17.147,14.853,0.026,4.158,0.101,g
2458753.04689,2019-09-26.5413003,bB,1.73,17.098,14.919,0.029,3.914,0.106,g
2458753.04818,2019-09-26.5425896,bB,1.73,17.150,14.913,0.028,3.933,0.101,g
2458753.55268,2019-09-27.0470812,bn,1.50,16.810,15.013,0.042,3.590,0.137,g
2458753.55388,2019-09-27.0482895,bn,1.50,16.866,14.906,0.036,3.958,0.131,g
2458753.55511,2019-09-27.0495109,bn,1.50,16.769,14.958,0.041,3.775,0.143,g
2458753.64704,2019-09-27.1414429,bj,1.56,16.438,14.889,0.052,4.023,0.193,g
2458753.64825,2019-09-27.1426597,bj,1.59,16.597,14.804,0.042,4.348,0.167,g
2458753.64949,2019-09-27.1438943,bj,1.56,16.520,14.851,0.047,4.166,0.179,g
2458754.06055,2019-09-27.5549407,bB,1.97,17.069,14.964,0.031,3.754,0.108,g
2458754.06184,2019-09-27.5562282,bB,1.97,16.984,14.906,0.032,3.960,0.117,g
2458754.06313,2019-09-27.5575144,bB,1.80,17.063,14.919,0.030,3.913,0.109,g
2458754.62148,2019-09-28.1158587,bj,1.54,16.446,14.846,0.050,4.188,0.192,g
2458754.62270,2019-09-28.1170741,bj,1.55,16.475,14.840,0.048,4.209,0.187,g
2458754.62391,2019-09-28.1182923,bj,1.57,16.584,14.799,0.042,4.370,0.169,g
2458754.91529,2019-09-28.4096637,bB,1.80,17.040,14.960,0.032,3.768,0.112,g
2458754.91658,2019-09-28.4109560,bB,1.76,17.069,14.981,0.032,3.694,0.108,g
2458754.91787,2019-09-28.4122429,bB,1.74,17.108,14.942,0.030,3.833,0.104,g
2458755.86029,2019-09-29.3546533,br,1.46,99.990,99.990,99.990,99.990,99.990,g
2458755.86150,2019-09-29.3558601,br,1.42,99.990,99.990,99.990,99.990,99.990,g
2458755.86272,2019-09-29.3570783,br,1.46,99.990,99.990,99.990,99.990,99.990,g
2458756.61028,2019-09-30.1046259,bF,1.56,16.778,14.930,0.040,3.870,0.142,g
2458756.61154,2019-09-30.1058903,bF,1.60,16.714,14.942,0.043,3.832,0.150,g
2458756.61281,2019-09-30.1071559,bF,1.51,16.820,14.925,0.038,3.892,0.136,g
2458757.62654,2019-10-01.1208743,bj,1.61,16.399,14.934,0.057,3.857,0.200,g
2458757.62776,2019-10-01.1220957,bj,1.59,16.323,14.840,0.056,4.209,0.215,g
2458757.62898,2019-10-01.1233172,bj,1.53,16.458,14.953,0.055,3.794,0.190,g
2458758.61979,2019-10-02.1141013,bj,1.60,16.549,14.924,0.049,3.895,0.175,g
2458758.62099,2019-10-02.1153159,bj,1.58,16.438,14.873,0.052,4.080,0.193,g
2458758.62222,2019-10-02.1165418,bj,1.52,16.544,15.020,0.054,3.567,0.175,g
2458759.65249,2019-10-03.1467983,bF,2.13,15.401,15.116,0.168,3.264,0.502,g
2458759.65376,2019-10-03.1480675,bF,2.10,15.518,14.756,0.109,4.545,0.452,g
2458759.65503,2019-10-03.1493333,bF,2.14,15.258,14.971,0.168,3.729,0.573,g
2458760.42384,2019-10-03.9181473,bn,1.52,16.842,14.913,0.037,3.932,0.134,g
2458760.42507,2019-10-03.9193758,bn,1.55,16.818,14.854,0.036,4.152,0.137,g
2458760.42629,2019-10-03.9205927,bn,1.52,16.818,14.920,0.038,3.911,0.137,g
2458761.35088,2019-10-04.8451663,bn,1.47,16.550,14.972,0.051,3.726,0.174,g
2458761.35207,2019-10-04.8463714,bn,1.47,16.438,14.846,0.050,4.185,0.193,g
2458761.35329,2019-10-04.8475813,bn,1.45,16.465,14.918,0.053,3.917,0.189,g
2458761.84741,2019-10-05.3416975,bB,1.72,16.753,14.897,0.040,3.993,0.145,g
2458761.84870,2019-10-05.3429854,bB,1.76,16.831,14.875,0.036,4.073,0.135,g
2458761.84998,2019-10-05.3442718,bB,1.74,16.871,14.976,0.038,3.713,0.130,g
2458762.34523,2019-10-05.8395204,bn,1.47,16.444,14.981,0.057,3.693,0.192,g
2458762.34645,2019-10-05.8407421,bn,1.51,16.400,14.952,0.058,3.794,0.200,g
2458762.34768,2019-10-05.8419614,bn,1.47,16.584,14.902,0.046,3.973,0.169,g
2458762.80885,2019-10-06.3031303,bB,1.73,16.534,14.802,0.044,4.357,0.177,g
2458762.81013,2019-10-06.3044141,bB,1.82,16.475,14.888,0.051,4.028,0.187,g
2458762.81143,2019-10-06.3057089,bB,1.79,16.571,14.930,0.048,3.871,0.171,g
2458763.34173,2019-10-06.8360128,bn,1.49,16.310,15.072,0.070,3.398,0.218,g
2458763.34294,2019-10-06.8372202,bn,1.52,16.431,14.874,0.052,4.077,0.195,g
2458763.34416,2019-10-06.8384464,bn,1.48,16.414,15.106,0.066,3.292,0.198,g
2458763.62876,2019-10-07.1230428,bj,1.58,16.165,14.878,0.067,4.061,0.248,g
2458763.62997,2019-10-07.1242502,bj,1.52,16.183,14.922,0.069,3.899,0.245,g
2458763.63119,2019-10-07.1254707,bj,1.54,16.264,14.891,0.062,4.012,0.227,g
2458764.00110,2019-10-07.4953760,bB,1.72,17.154,14.897,0.027,3.992,0.100,g
2458764.00239,2019-10-07.4966663,bB,1.74,17.174,14.952,0.028,3.796,0.098,g
2458764.00368,2019-10-07.4979560,bB,1.73,17.164,14.892,0.027,4.010,0.099,g
2458764.67414,2019-10-08.1684094,bj,1.56,16.150,15.031,0.078,3.532,0.252,g
2458764.67536,2019-10-08.1696311,bj,1.60,16.268,14.884,0.061,4.042,0.226,g
2458765.41997,2019-10-08.9142405,bn,1.47,16.299,14.883,0.059,4.043,0.220,g
2458765.42118,2019-10-08.9154434,bn,1.50,16.370,14.873,0.055,4.083,0.206,g
2458765.42238,2019-10-08.9166509,bn,1.48,16.268,14.892,0.062,4.013,0.226,g
2458765.86307,2019-10-09.3573440,bB,1.77,16.049,14.779,0.068,4.449,0.277,g
2458765.86436,2019-10-09.3586347,bB,1.71,16.203,14.903,0.066,3.970,0.240,g
2458765.86566,2019-10-09.3599331,bB,1.72,16.142,14.940,0.072,3.837,0.254,g
2458767.38472,2019-10-10.8789925,bn,1.50,15.980,15.142,0.101,3.186,0.295,g
2458767.59574,2019-10-11.0900119,bF,1.43,99.990,99.990,99.990,99.990,99.990,g
2458767.70269,2019-10-11.1969640,bj,1.55,15.572,14.921,0.120,3.908,0.429,g
2458767.70389,2019-10-11.1981785,bj,1.52,15.620,14.840,0.107,4.209,0.411,g
2458767.70512,2019-10-11.1993967,bj,1.49,15.578,14.942,0.122,3.830,0.427,g
2458772.72319,2019-10-16.2175079,bj,1.59,15.569,15.129,0.146,3.223,0.430,g
2458772.92033,2019-10-16.4146457,bB,2.20,16.001,14.863,0.077,4.120,0.289,g
2458772.92162,2019-10-16.4159368,bB,2.22,16.016,15.002,0.086,3.627,0.285,g
2458772.92290,2019-10-16.4172188,bB,2.17,16.122,14.833,0.067,4.235,0.259,g
2458773.87821,2019-10-17.3725377,bB,2.00,16.296,14.792,0.055,4.398,0.220,g
2458773.87950,2019-10-17.3738226,bB,1.99,16.297,14.904,0.061,3.968,0.220,g
2458773.88078,2019-10-17.3751075,bB,2.00,16.303,14.869,0.058,4.097,0.219,g
2458774.94535,2019-10-18.4396901,bB,1.67,16.518,15.084,0.058,3.359,0.180,g
2458774.94663,2019-10-18.4409704,bB,1.70,16.532,14.942,0.051,3.829,0.177,g
2458774.94792,2019-10-18.4422590,bB,1.79,16.572,14.922,0.048,3.904,0.171,g
2458775.50714,2019-10-19.0014962,bn,1.54,16.326,14.826,0.055,4.262,0.214,g
2458775.50835,2019-10-19.0027050,bn,1.59,16.165,14.903,0.068,3.970,0.248,g
2458775.50955,2019-10-19.0039055,bn,1.54,16.350,14.837,0.054,4.220,0.210,g
2458775.99056,2019-10-19.4849217,bB,2.02,16.368,14.905,0.057,3.963,0.206,g
2458775.99186,2019-10-19.4862159,bB,1.98,16.235,14.985,0.069,3.682,0.233,g
2458775.99314,2019-10-19.4875037,bB,2.05,16.236,14.933,0.066,3.862,0.233,g
2458776.67803,2019-10-20.1724090,bj,1.63,16.545,14.854,0.046,4.152,0.175,g
2458776.67925,2019-10-20.1736300,bj,1.64,16.518,14.979,0.053,3.701,0.180,g
2458776.68047,2019-10-20.1748479,bj,1.64,16.525,14.967,0.052,3.744,0.178,g
2458777.82550,2019-10-21.3198959,br,1.47,16.782,14.865,0.037,4.111,0.141,g
2458777.82672,2019-10-21.3211174,br,1.47,16.599,14.893,0.045,4.008,0.167,g
2458777.82794,2019-10-21.3223332,br,1.44,16.757,14.940,0.041,3.835,0.144,g
2458778.79427,2019-10-22.2886824,br,1.49,99.990,99.990,99.990,99.990,99.990,g
2458778.79549,2019-10-22.2899027,br,1.52,99.990,99.990,99.990,99.990,99.990,g
2458778.79673,2019-10-22.2911407,br,1.44,99.990,99.990,99.990,99.990,99.990,g
2458779.98063,2019-10-23.4750671,bB,1.98,17.139,14.926,0.028,3.886,0.101,g
2458779.98191,2019-10-23.4763531,bB,1.78,16.947,14.961,0.035,3.766,0.121,g
2458779.98320,2019-10-23.4776432,bB,1.79,17.098,14.929,0.030,3.878,0.105,g
2458780.52534,2019-10-24.0197870,bF,1.56,16.368,14.893,0.056,4.004,0.206,g
2458780.52660,2019-10-24.0210523,bF,1.48,16.513,14.981,0.053,3.696,0.180,g
2458780.52795,2019-10-24.0224071,bF,1.48,16.578,14.966,0.050,3.747,0.170,g
2458780.72807,2019-10-24.2225297,br,1.41,99.990,99.990,99.990,99.990,99.990,g
2458780.72928,2019-10-24.22375,br,1.44,16.905,14.914,0.035,3.929,0.126,g
2458780.73051,2019-10-24.2249768,br,1.43,16.927,14.944,0.035,3.826,0.123,g
2458781.52128,2019-10-25.0157646,bj,1.66,16.513,14.981,0.053,3.696,0.181,g
2458781.52251,2019-10-25.0169839,bj,1.73,16.453,14.923,0.053,3.900,0.191,g
2458781.52372,2019-10-25.0182030,bj,1.65,16.452,14.896,0.052,3.996,0.191,g
2458781.90422,2019-10-25.3987064,bB,1.75,17.072,14.930,0.030,3.874,0.108,g
2458781.90550,2019-10-25.3999912,bB,1.80,17.132,14.903,0.028,3.969,0.102,g
2458781.90679,2019-10-25.4012795,bB,1.76,17.122,14.925,0.029,3.891,0.103,g
2458782.51795,2019-10-26.0124607,bj,1.62,16.459,14.991,0.057,3.662,0.190,g
2458782.51917,2019-10-26.0136777,bj,1.58,16.456,14.971,0.056,3.729,0.190,g
2458782.52037,2019-10-26.0148840,bj,1.60,16.430,14.990,0.058,3.666,0.195,g
2458782.76113,2019-10-26.2556407,br,1.42,16.855,14.987,0.039,3.672,0.132,g
2458782.76234,2019-10-26.2568527,br,1.40,16.865,14.894,0.036,4.005,0.130,g
2458782.76356,2019-10-26.2580754,br,1.44,16.885,14.945,0.037,3.821,0.128,g
2458783.56274,2019-10-27.0572781,bj,1.51,16.626,15.102,0.054,3.305,0.163,g
2458783.56395,2019-10-27.0584971,bj,1.56,16.597,14.998,0.050,3.635,0.167,g
2458783.56517,2019-10-27.0597140,bj,1.54,16.563,14.900,0.047,3.981,0.172,g
2458784.54327,2019-10-28.0378350,bF,1.51,16.409,14.958,0.057,3.774,0.199,g
2458784.54453,2019-10-28.0390951,bF,1.51,16.478,14.875,0.050,4.077,0.187,g
2458784.54579,2019-10-28.0403615,bF,1.55,16.343,14.983,0.062,3.690,0.211,g
2458785.52458,2019-10-29.0191793,bj,1.58,15.122,14.918,0.182,3.915,0.650,g
2458785.52579,2019-10-29.0203974,bj,1.52,14.674,99.990,99.990,3.862,0.981,g
2458785.52701,2019-10-29.0216163,bj,1.61,15.027,14.585,0.146,5.320,0.710,g
2458785.80101,2019-10-29.2956240,br,1.42,16.932,14.916,0.034,3.922,0.123,g
2458785.80222,2019-10-29.2968361,br,1.41,16.937,14.861,0.032,4.128,0.122,g
2458785.80344,2019-10-29.2980553,br,1.41,16.870,14.909,0.036,3.951,0.130,g
2458786.51289,2019-10-30.0075268,bj,1.62,16.336,14.904,0.059,3.967,0.212,g
2458786.51410,2019-10-30.0087457,bj,1.60,16.373,14.906,0.057,3.961,0.205,g
2458786.51532,2019-10-30.0099626,bj,1.59,16.400,15.045,0.063,3.485,0.200,g
2458786.79653,2019-10-30.2911787,br,1.42,16.919,14.920,0.035,3.907,0.124,g
2458786.79776,2019-10-30.2923996,br,1.43,16.940,14.957,0.035,3.780,0.122,g
2458786.79896,2019-10-30.2936111,br,1.39,16.919,14.905,0.034,3.961,0.124,g
2458787.97720,2019-10-31.4718892,bB,1.76,16.647,14.910,0.044,3.946,0.160,g
2458787.97848,2019-10-31.4731708,bB,1.75,16.672,14.927,0.044,3.884,0.156,g
2458787.97977,2019-10-31.4744599,bB,1.73,16.868,14.973,0.038,3.722,0.130,g
2458788.49305,2019-10-31.9877600,bn,1.54,16.838,15.008,0.040,3.607,0.134,g
2458788.49426,2019-10-31.9889649,bn,1.64,16.864,14.985,0.039,3.680,0.131,g
2458788.49547,2019-10-31.9901843,bn,1.59,16.825,15.015,0.041,3.584,0.135,g
2458788.97306,2019-11-01.4677841,bB,1.75,17.007,14.918,0.032,3.917,0.115,g
2458788.97436,2019-11-01.4690767,bB,1.77,17.074,14.893,0.029,4.009,0.108,g
2458788.97565,2019-11-01.4703671,bB,1.99,17.009,14.927,0.032,3.882,0.115,g
2458789.57824,2019-11-02.0729891,bj,1.57,15.969,14.718,0.069,4.706,0.298,g
2458789.57946,2019-11-02.0741990,bj,1.59,15.271,15.155,0.197,3.149,0.567,g
2458789.58067,2019-11-02.0754143,bj,1.62,14.779,14.667,0.198,4.937,0.891,g
2458789.94668,2019-11-02.4414384,bB,1.99,16.953,14.901,0.033,3.978,0.120,g
2458789.94796,2019-11-02.4427237,bB,2.00,17.143,14.948,0.029,3.811,0.101,g
2458789.94925,2019-11-02.4440134,bB,1.99,17.034,14.821,0.028,4.284,0.112,g
2458791.60519,2019-11-04.1000193,bF,1.52,16.630,14.925,0.045,3.891,0.162,g
2458791.60645,2019-11-04.1012862,bF,1.47,16.589,14.883,0.045,4.046,0.168,g
2458791.60772,2019-11-04.1025504,bF,1.51,16.617,14.867,0.044,4.105,0.164,g
2458792.83238,2019-11-05.3272630,bB,2.03,16.866,15.005,0.039,3.613,0.130,g
2458792.83368,2019-11-05.3285620,bB,2.03,16.736,14.926,0.041,3.888,0.147,g
2458792.83497,2019-11-05.3298574,bB,2.01,16.570,14.950,0.049,3.804,0.171,g
2458793.52483,2019-11-06.0197490,bj,1.64,16.130,14.852,0.067,4.162,0.257,g
2458793.52606,2019-11-06.0209752,bj,1.66,16.059,14.851,0.072,4.165,0.274,g
2458793.52729,2019-11-06.0222024,bj,1.65,16.107,14.896,0.072,3.996,0.262,g
2458793.81963,2019-11-06.3145516,br,1.38,14.458,99.990,99.990,3.660,1.197,g
2458793.82084,2019-11-06.3157628,br,1.46,14.634,99.990,99.990,2.117,1.017,g
2458793.82206,2019-11-06.3169810,br,1.43,14.475,99.990,99.990,1.455,1.178,g
2458800.84049,2019-11-13.3357739,bB,2.12,15.944,14.895,0.083,4.002,0.305,g
2458800.84177,2019-11-13.3370584,bB,2.08,15.795,14.881,0.094,4.052,0.349,g
2458800.84307,2019-11-13.3383569,bB,2.05,15.878,14.812,0.082,4.316,0.324,g
2458801.61585,2019-11-14.1111893,bj,1.65,15.644,14.870,0.107,4.094,0.401,g
2458801.61830,2019-11-14.1136299,bj,1.55,15.614,14.777,0.101,4.458,0.413,g
2458801.84210,2019-11-14.3374465,br,1.54,15.718,14.803,0.094,4.354,0.375,g
2458801.84333,2019-11-14.338675,br,1.55,15.833,14.888,0.092,4.023,0.338,g
2458801.84455,2019-11-14.3398978,br,1.59,15.757,15.160,0.126,3.134,0.362,g
2458802.65873,2019-11-15.1541284,bF,1.55,16.036,15.009,0.085,3.603,0.280,g
2458802.66001,2019-11-15.1554039,bF,1.51,16.042,14.830,0.072,4.247,0.278,g
2458802.66127,2019-11-15.1566663,bF,1.57,15.936,14.894,0.084,4.001,0.307,g
2458802.83782,2019-11-15.3332303,br,1.44,15.963,15.003,0.090,3.622,0.299,g
2458802.83904,2019-11-15.3344519,br,1.40,15.910,14.829,0.081,4.249,0.314,g
2458802.84026,2019-11-15.3356687,br,1.43,15.974,14.937,0.084,3.845,0.296,g
2458803.67109,2019-11-16.1665508,bF,1.56,16.345,14.953,0.061,3.792,0.210,g
2458803.67238,2019-11-16.1678402,bF,1.59,16.222,14.761,0.057,4.524,0.236,g
2458803.67366,2019-11-16.1691177,bF,1.56,16.348,14.979,0.062,3.701,0.210,g
2458803.83405,2019-11-16.3295130,br,1.51,15.975,14.926,0.083,3.889,0.296,g
2458803.83528,2019-11-16.3307512,br,1.48,15.947,14.841,0.079,4.203,0.304,g
2458803.83650,2019-11-16.3319600,br,1.49,15.974,14.854,0.078,4.155,0.296,g
2458804.93480,2019-11-17.4303293,bB,1.75,16.569,14.956,0.050,3.782,0.171,g
2458804.93609,2019-11-17.4316251,bB,1.70,16.664,15.034,0.049,3.517,0.157,g
2458804.93738,2019-11-17.4329178,bB,1.78,16.570,14.867,0.046,4.101,0.171,g
2458807.29527,2019-11-19.7909526,bn,1.51,16.866,14.919,0.036,3.911,0.131,g
2458807.29649,2019-11-19.7921706,bn,1.51,16.897,14.907,0.035,3.956,0.127,g
2458807.32408,2019-11-19.8197603,bn,1.49,16.920,14.894,0.034,4.005,0.124,g
2458807.32529,2019-11-19.8209758,bn,1.48,16.914,14.867,0.033,4.106,0.125,g
2458807.32651,2019-11-19.8221927,bn,1.52,16.855,14.880,0.035,4.054,0.132,g
2458808.84298,2019-11-21.3387696,bB,1.77,17.118,14.926,0.029,3.886,0.104,g
2458808.84425,2019-11-21.3400412,bB,1.77,17.088,14.911,0.029,3.942,0.107,g
2458808.84552,2019-11-21.3413130,bB,1.74,17.192,14.935,0.027,3.856,0.097,g
2458810.33699,2019-11-22.8328853,bn,1.54,16.851,14.910,0.037,3.945,0.132,g
2458810.33821,2019-11-22.8340988,bn,1.53,16.839,14.883,0.036,4.043,0.134,g
2458810.33941,2019-11-22.8353072,bn,1.53,16.859,14.946,0.037,3.815,0.131,g
2458811.65678,2019-11-24.1527701,bF,1.52,16.850,14.955,0.038,3.783,0.133,g
2458811.65806,2019-11-24.1540445,bF,1.54,16.744,14.937,0.041,3.845,0.146,g
2458811.65933,2019-11-24.1553127,bF,1.52,16.792,15.011,0.042,3.596,0.140,g
2458812.56486,2019-11-25.0609090,bF,1.52,16.843,14.953,0.038,3.791,0.133,g
2458812.56739,2019-11-25.0634363,bF,1.49,16.766,15.030,0.044,3.533,0.143,g
2458815.56429,2019-11-28.0605655,bj,1.56,16.541,14.899,0.048,3.984,0.176,g
2458815.56551,2019-11-28.0617829,bj,1.54,16.516,14.999,0.054,3.635,0.180,g
2458815.56672,2019-11-28.0630009,bj,1.55,16.521,14.899,0.049,3.984,0.179,g
2458815.89186,2019-11-28.3881579,bB,1.78,17.185,14.909,0.027,3.947,0.097,g
2458815.89314,2019-11-28.3894343,bB,1.73,17.177,14.857,0.026,4.142,0.098,g
2458815.89441,2019-11-28.3907128,bB,1.78,17.121,15.024,0.032,3.551,0.103,g
2458816.88959,2019-11-29.3859642,bB,2.45,16.975,14.850,0.031,4.168,0.118,g
2458816.89087,2019-11-29.3872442,bB,2.43,17.050,14.915,0.031,3.926,0.110,g
2458816.89214,2019-11-29.3885145,bB,2.39,17.004,14.806,0.029,4.340,0.115,g
2458817.89598,2019-11-30.3924265,bB,1.99,16.864,14.890,0.035,4.020,0.131,g
2458817.89727,2019-11-30.3937185,bB,1.74,16.853,14.922,0.037,3.900,0.132,g
2458817.89855,2019-11-30.3950021,bB,1.80,17.079,14.943,0.031,3.828,0.107,g
2458818.79702,2019-12-01.2935423,bB,1.76,14.242,99.990,99.990,6.456,1.459,g
2458818.79830,2019-12-01.2948177,bB,1.89,13.561,99.990,99.990,0.257,2.732,g
2458818.79956,2019-12-01.2960821,bB,1.97,99.990,99.990,99.990,99.990,99.990,g
2458819.77766,2019-12-02.2742650,br,1.38,16.751,14.848,0.038,4.174,0.145,g
2458819.77889,2019-12-02.2754855,br,1.40,16.840,14.915,0.037,3.927,0.134,g
2458819.78010,2019-12-02.2767033,br,1.39,16.859,14.948,0.038,3.810,0.131,g
2458820.78514,2019-12-03.2818283,br,1.45,99.990,99.990,99.990,99.990,99.990,g
2458820.78636,2019-12-03.2830475,br,1.45,99.990,99.990,99.990,99.990,99.990,g
2458820.78758,2019-12-03.2842657,br,1.49,16.816,14.960,0.040,3.766,0.137,g
2458821.84650,2019-12-04.3432715,bB,1.99,16.623,14.870,0.044,4.093,0.163,g
2458821.84778,2019-12-04.3445482,bB,1.99,16.636,14.981,0.048,3.697,0.161,g
2458821.84906,2019-12-04.3458258,bB,1.99,16.704,14.956,0.044,3.781,0.151,g
2458830.66889,2019-12-13.1664248,br,1.53,15.975,14.825,0.076,4.267,0.296,g
2458830.67014,2019-12-13.1676754,br,1.49,16.104,14.818,0.067,4.293,0.263,g
2458831.66597,2019-12-14.1636001,bj,1.58,15.885,15.198,0.116,3.027,0.321,g
2458831.66720,2019-12-14.1648268,bj,1.54,15.758,15.002,0.109,3.624,0.362,g
2458831.66841,2019-12-14.1660412,bj,1.55,15.805,15.187,0.124,3.056,0.346,g
2458832.56536,2019-12-15.0630662,bj,1.55,16.477,14.829,0.048,4.251,0.187,g
2458832.56657,2019-12-15.0642851,bj,1.58,16.559,14.975,0.051,3.714,0.173,g
2458832.56779,2019-12-15.0655032,bj,1.49,16.601,15.004,0.050,3.617,0.166,g
2458832.74496,2019-12-15.2426892,br,1.46,16.160,15.025,0.077,3.547,0.250,g
2458832.74618,2019-12-15.2439089,br,1.47,16.079,15.105,0.089,3.297,0.269,g
2458832.74740,2019-12-15.2451259,br,1.40,16.154,14.996,0.075,3.646,0.251,g
2458833.66111,2019-12-16.1589103,bF,1.52,16.006,15.036,0.090,3.514,0.288,g
2458833.66238,2019-12-16.1601886,bF,1.54,16.108,15.066,0.084,3.416,0.262,g
2458833.66365,2019-12-16.1614572,bF,1.55,16.136,14.813,0.065,4.317,0.255,g
2458834.32793,2019-12-16.8257995,bn,1.49,16.868,15.028,0.040,3.539,0.130,g
2458834.32914,2019-12-16.8270145,bn,1.50,16.735,14.900,0.040,3.982,0.147,g
2458834.33035,2019-12-16.8282238,bn,1.51,16.778,14.860,0.037,4.131,0.142,g
2458834.56220,2019-12-17.0600923,bj,1.57,16.628,14.914,0.045,3.931,0.162,g
2458834.56342,2019-12-17.0613113,bj,1.54,16.506,14.892,0.049,4.011,0.182,g
2458834.56464,2019-12-17.0625309,bj,1.69,16.489,14.840,0.048,4.205,0.185,g
2458834.74539,2019-12-17.2433042,br,1.58,16.195,14.895,0.066,3.998,0.242,g
2458834.74661,2019-12-17.2445192,br,1.55,16.195,15.108,0.080,3.290,0.242,g
2458834.74782,2019-12-17.2457387,br,1.61,16.067,14.915,0.076,3.929,0.272,g
2458836.77322,2019-12-19.2713167,bB,1.79,17.172,14.925,0.028,3.893,0.098,g
2458836.77450,2019-12-19.2726010,bB,1.77,17.253,15.022,0.028,3.559,0.091,g
2458836.77578,2019-12-19.2738721,bB,1.78,17.084,14.898,0.029,3.987,0.107,g
2458837.84127,2019-12-20.3394702,bB,1.80,17.115,14.978,0.031,3.706,0.104,g
2458837.84254,2019-12-20.3407439,bB,1.79,17.118,14.904,0.028,3.969,0.104,g
2458837.84382,2019-12-20.3420215,bB,1.73,17.092,15.018,0.032,3.571,0.106,g
2458838.34830,2019-12-20.8465554,bn,1.66,99.990,99.990,99.990,99.990,99.990,g
2458839.38654,2019-12-21.8848873,bn,1.61,16.712,14.958,0.043,3.774,0.151,g
2458839.38777,2019-12-21.8861223,bn,1.58,16.641,14.865,0.043,4.113,0.161,g
2458839.38900,2019-12-21.8873508,bn,1.60,16.642,14.984,0.047,3.687,0.160,g
2458839.83120,2019-12-22.3295900,bB,2.10,99.990,99.990,99.990,99.990,99.990,g
2458839.83247,2019-12-22.3308650,bB,2.13,99.990,99.990,99.990,99.990,99.990,g
2458839.83375,2019-12-22.3321410,bB,2.08,99.990,99.990,99.990,99.990,99.990,g
2458840.65952,2019-12-23.1579952,bF,1.49,16.600,14.932,0.047,3.866,0.167,g
2458840.66079,2019-12-23.1592567,bF,1.55,16.654,14.902,0.044,3.976,0.159,g
2458840.66205,2019-12-23.1605208,bF,1.54,16.606,14.913,0.046,3.935,0.166,g
2458841.66260,2019-12-24.1611758,br,1.38,99.990,99.990,99.990,99.990,99.990,g
2458841.66382,2019-12-24.1623959,br,1.43,99.990,99.990,99.990,99.990,99.990,g
2458841.66505,2019-12-24.1636157,br,1.39,99.990,99.990,99.990,99.990,99.990,g
2458843.61852,2019-12-26.1172888,bF,1.51,16.648,14.907,0.044,3.955,0.160,g
2458843.61980,2019-12-26.1185603,bF,1.53,16.746,14.965,0.042,3.749,0.146,g
2458845.36809,2019-12-27.8670215,bn,1.64,16.694,14.844,0.040,4.190,0.153,g
2458845.36932,2019-12-27.8682554,bn,1.63,16.714,14.944,0.043,3.822,0.150,g
2458845.37054,2019-12-27.8694770,bn,1.58,16.651,14.852,0.042,4.164,0.159,g
2458845.80566,2019-12-28.3046356,bB,1.74,17.073,14.916,0.030,3.923,0.108,g
2458845.80693,2019-12-28.3059103,bB,1.76,17.153,14.982,0.030,3.694,0.100,g
2458845.80822,2019-12-28.3071876,bB,1.74,17.097,14.905,0.029,3.962,0.106,g
2458846.80588,2019-12-29.3049469,bB,2.16,17.015,14.930,0.032,3.873,0.114,g
2458846.80716,2019-12-29.3062269,bB,2.17,16.886,14.901,0.035,3.978,0.128,g
2458846.80843,2019-12-29.3075030,bB,2.16,16.891,14.882,0.034,4.047,0.127,g
2458847.36038,2019-12-29.8595097,bn,1.53,16.789,14.912,0.039,3.938,0.140,g
2458847.36158,2019-12-29.8607140,bn,1.59,16.623,14.875,0.044,4.074,0.163,g
2458847.36279,2019-12-29.8619204,bn,1.57,16.754,15.016,0.044,3.577,0.145,g
2458847.81015,2019-12-30.3093192,bB,1.76,17.039,15.137,0.038,3.201,0.111,g
2458847.81141,2019-12-30.3105895,bB,1.74,16.954,14.915,0.033,3.927,0.120,g
2458847.81269,2019-12-30.3118655,bB,1.77,16.980,14.972,0.034,3.723,0.117,g
2458848.36104,2019-12-30.8602684,bn,1.64,99.990,99.990,99.990,99.990,99.990,g
2458848.36226,2019-12-30.8614820,bn,1.68,99.990,99.990,99.990,99.990,99.990,g
2458848.36348,2019-12-30.8627037,bn,1.67,99.990,99.990,99.990,99.990,99.990,g
2458849.70286,2020-01-01.2022244,br,1.43,15.910,15.011,0.096,3.597,0.315,g
2458849.70408,2020-01-01.2034452,br,1.49,15.590,15.080,0.137,3.371,0.422,g
2458849.70530,2020-01-01.2046696,br,1.40,16.261,14.988,0.068,3.673,0.228,g
2458854.58633,2020-01-06.0861815,bF,1.61,15.501,14.622,0.098,5.140,0.458,g
2458854.58761,2020-01-06.0874581,bF,1.57,15.268,15.171,0.200,3.103,0.567,g
2458854.58889,2020-01-06.0887434,bF,1.87,15.299,15.021,0.170,3.561,0.552,g
2458854.71448,2020-01-06.2143390,bB,2.13,16.396,14.906,0.056,3.960,0.201,g
2458854.71575,2020-01-06.2156174,bB,2.10,16.338,14.886,0.058,4.031,0.212,g
2458854.71703,2020-01-06.2168945,bB,2.12,16.342,15.105,0.070,3.298,0.211,g
2458857.67891,2020-01-09.1790666,br,1.54,15.578,15.009,0.130,3.601,0.427,g
